AFFX-BioB-5_at	7.87358277506	4.87641502084	7.37358277506	8.37358277506
AFFX-BioB-M_at	8.66140460448	7.64661350529	8.16140460448	9.16140460448
AFFX-BioB-3_at	7.78477495171	4.49020704709	7.28477495171	8.28477495171
AFFX-BioC-5_at	9.18806078535	8.04164595461	8.68806078535	9.68806078535
AFFX-BioC-3_at	9.36014469635	6.20312188065	8.86014469635	9.86014469635
AFFX-BioDn-5_at	10.2087894937	5.64830461884	9.70878949369	10.7087894937
AFFX-BioDn-3_at	11.3999997294	8.69741449807	10.8999997294	11.8999997294
AFFX-CreX-5_at	12.835364547	5.67950705511	12.335364547	13.335364547
AFFX-CreX-3_at	13.2118548552	10.6416941506	12.7118548552	13.7118548552
AFFX-DapX-5_at	8.05563099696	8.66270242323	7.55563099696	8.55563099696
AFFX-DapX-M_at	8.75430654127	5.54955188193	8.25430654127	9.25430654127
AFFX-DapX-3_at	9.53236240031	7.44413896191	9.03236240031	10.0323624003
AFFX-LysX-5_at	4.79279367979	4.94032098281	4.29279367979	5.29279367979
AFFX-LysX-M_at	6.19697129294	6.7921865403	5.69697129294	6.69697129294
AFFX-LysX-3_at	7.29712384841	8.36764529331	6.79712384841	7.79712384841
AFFX-PheX-5_at	5.82343567846	22.7768200749	5.32343567846	6.32343567846
AFFX-PheX-M_at	6.34634863208	5.2105130876	5.84634863208	6.84634863208
AFFX-PheX-3_at	6.46557478345	4.1773579192	5.96557478345	6.96557478345
AFFX-ThrX-5_at	5.18895117444	5.03836215437	4.68895117444	5.68895117444
AFFX-ThrX-M_at	6.35282559927	10.4122224358	5.85282559927	6.85282559927
AFFX-ThrX-3_at	7.21470251726	5.17123667222	6.71470251726	7.71470251726
AFFX-TrpnX-5_at	2.1591695927	9.85274656881	1.6591695927	2.6591695927
AFFX-TrpnX-M_at	1.05646183196	10.0990835911	0.556461831965	1.55646183196
AFFX-TrpnX-3_at	1.38483656769	9.44420666657	0.884836567694	1.88483656769
AFFX-r2-Ec-bioB-5_at	8.54541280259	12.7689473501	8.04541280259	9.04541280259
AFFX-r2-Ec-bioB-M_at	8.46598888793	4.67924426119	7.96598888793	8.96598888793
AFFX-r2-Ec-bioB-3_at	8.30249349212	10.435919031	7.80249349212	8.80249349212
AFFX-r2-Ec-bioC-5_at	9.64044960799	7.09130829104	9.14044960799	10.140449608
AFFX-r2-Ec-bioC-3_at	9.80609618549	17.2193428896	9.30609618549	10.3060961855
